field,value,fiscal_year,currency
total_revenue,4667511.74,2024,USD
gross_profit,1617696.06,2024,USD
operating_expenses,1440571.3,2024,USD
operating_income,177124.76,2024,USD
ebitda,399461.07,2024,USD
depreciation_amortization,222336.31,2024,USD
interest_expense,126615.78,2024,USD
income_before_tax,50508.97,2024,USD
tax_expense,13189.64,2024,USD
net_income,37319.33,2024,USD
total_assets,6020470.52,2024,USD
current_assets,2389232.13,2024,USD
cash_and_equivalents,645353.59,2024,USD
accounts_receivable,1019101.09,2024,USD
inventory,545072.54,2024,USD
total_liabilities,4189646.35,2024,USD
current_liabilities,1272903.47,2024,USD
long_term_debt,1731091.31,2024,USD
total_equity,1830824.17,2024,USD
operating_cash_flow,453782.24,2024,USD
investing_cash_flow,-389112.84,2024,USD
financing_cash_flow,-133916.51,2024,USD
free_cash_flow,64669.4,2024,USD
debt_to_equity,2.29,2024,USD
current_ratio,1.88,2024,USD
debt_to_ebitda,10.49,2024,USD
interest_coverage_ratio,1.4,2024,USD
gross_margin,0.35,2024,USD
ebitda_margin,0.09,2024,USD
net_margin,0.01,2024,USD
balance_sheet_check,True,2024,USD
