field,value,fiscal_year,currency
total_revenue,2531234.71,2024,USD
gross_profit,788861.61,2024,USD
operating_expenses,619012.55,2024,USD
operating_income,169849.06,2024,USD
ebitda,289030.14,2024,USD
depreciation_amortization,119181.08,2024,USD
interest_expense,85772.21,2024,USD
income_before_tax,84076.85,2024,USD
tax_expense,20880.96,2024,USD
net_income,63195.89,2024,USD
total_assets,4050797.55,2024,USD
current_assets,1505796.61,2024,USD
cash_and_equivalents,355334.32,2024,USD
accounts_receivable,551116.98,2024,USD
inventory,495870.04,2024,USD
total_liabilities,1978538.99,2024,USD
current_liabilities,753847.29,2024,USD
long_term_debt,1382575.5,2024,USD
total_equity,2072258.57,2024,USD
operating_cash_flow,109908.07,2024,USD
investing_cash_flow,-159779.21,2024,USD
financing_cash_flow,-193723.83,2024,USD
free_cash_flow,-49871.14,2024,USD
debt_to_equity,0.95,2024,USD
current_ratio,2.0,2024,USD
debt_to_ebitda,6.85,2024,USD
interest_coverage_ratio,1.98,2024,USD
gross_margin,0.31,2024,USD
ebitda_margin,0.11,2024,USD
net_margin,0.02,2024,USD
balance_sheet_check,True,2024,USD
