field,value,fiscal_year,currency
total_revenue,10265337.33,2024,USD
gross_profit,5071565.27,2024,USD
operating_expenses,3982225.41,2024,USD
operating_income,1089339.86,2024,USD
ebitda,1385015.22,2024,USD
depreciation_amortization,295675.36,2024,USD
interest_expense,188980.47,2024,USD
income_before_tax,900359.39,2024,USD
tax_expense,191716.6,2024,USD
net_income,708642.79,2024,USD
total_assets,27853784.35,2024,USD
current_assets,11944981.14,2024,USD
cash_and_equivalents,4154757.58,2024,USD
accounts_receivable,4283543.57,2024,USD
inventory,2197485.15,2024,USD
total_liabilities,10813415.27,2024,USD
current_liabilities,4915758.8,2024,USD
long_term_debt,3259475.68,2024,USD
total_equity,17040369.08,2024,USD
operating_cash_flow,857497.32,2024,USD
investing_cash_flow,-869052.27,2024,USD
financing_cash_flow,-445178.63,2024,USD
free_cash_flow,-11554.95,2024,USD
debt_to_equity,0.63,2024,USD
current_ratio,2.43,2024,USD
debt_to_ebitda,7.81,2024,USD
interest_coverage_ratio,5.76,2024,USD
gross_margin,0.49,2024,USD
ebitda_margin,0.13,2024,USD
net_margin,0.07,2024,USD
balance_sheet_check,True,2024,USD
