field,value,fiscal_year,currency
total_revenue,7602673.28,2024,USD
gross_profit,4600623.75,2024,USD
operating_expenses,3998949.61,2024,USD
operating_income,601674.14,2024,USD
ebitda,805009.94,2024,USD
depreciation_amortization,203335.8,2024,USD
interest_expense,256577.4,2024,USD
income_before_tax,345096.75,2024,USD
tax_expense,86134.61,2024,USD
net_income,258962.14,2024,USD
total_assets,12474339.7,2024,USD
current_assets,5286978.64,2024,USD
cash_and_equivalents,1333170.86,2024,USD
accounts_receivable,1927330.05,2024,USD
inventory,1284674.32,2024,USD
total_liabilities,4967016.67,2024,USD
current_liabilities,2500156.27,2024,USD
long_term_debt,3158668.4,2024,USD
total_equity,7507323.04,2024,USD
operating_cash_flow,494262.14,2024,USD
investing_cash_flow,-630832.1,2024,USD
financing_cash_flow,-397993.52,2024,USD
free_cash_flow,-136569.95,2024,USD
debt_to_equity,0.66,2024,USD
current_ratio,2.11,2024,USD
debt_to_ebitda,6.17,2024,USD
interest_coverage_ratio,2.35,2024,USD
gross_margin,0.61,2024,USD
ebitda_margin,0.11,2024,USD
net_margin,0.03,2024,USD
balance_sheet_check,True,2024,USD
