field,value,fiscal_year,currency
total_revenue,2983945.03,2024,USD
gross_profit,2088507.92,2024,USD
operating_expenses,1408575.55,2024,USD
operating_income,679932.37,2024,USD
ebitda,815826.1,2024,USD
depreciation_amortization,135893.73,2024,USD
interest_expense,180266.79,2024,USD
income_before_tax,499665.58,2024,USD
tax_expense,121063.26,2024,USD
net_income,378602.33,2024,USD
total_assets,3669651.91,2024,USD
current_assets,1367544.1,2024,USD
cash_and_equivalents,223555.92,2024,USD
accounts_receivable,368745.25,2024,USD
inventory,668875.44,2024,USD
total_liabilities,952469.78,2024,USD
current_liabilities,673406.44,2024,USD
long_term_debt,2008039.68,2024,USD
total_equity,2717182.13,2024,USD
operating_cash_flow,403557.5,2024,USD
investing_cash_flow,-226431.02,2024,USD
financing_cash_flow,-120491.43,2024,USD
free_cash_flow,177126.47,2024,USD
debt_to_equity,0.35,2024,USD
current_ratio,2.03,2024,USD
debt_to_ebitda,1.17,2024,USD
interest_coverage_ratio,3.77,2024,USD
gross_margin,0.7,2024,USD
ebitda_margin,0.27,2024,USD
net_margin,0.13,2024,USD
balance_sheet_check,True,2024,USD
