field,value,fiscal_year,currency
total_revenue,3256346.46,2024,USD
gross_profit,2587645.8,2024,USD
operating_expenses,2171491.89,2024,USD
operating_income,416153.91,2024,USD
ebitda,487338.59,2024,USD
depreciation_amortization,71184.68,2024,USD
interest_expense,85954.16,2024,USD
income_before_tax,330199.75,2024,USD
tax_expense,92454.82,2024,USD
net_income,237744.94,2024,USD
total_assets,5839453.42,2024,USD
current_assets,3130146.59,2024,USD
cash_and_equivalents,1063696.69,2024,USD
accounts_receivable,923758.03,2024,USD
inventory,766624.06,2024,USD
total_liabilities,1656802.24,2024,USD
current_liabilities,1656802.24,2024,USD
long_term_debt,1312541.25,2024,USD
total_equity,4182651.18,2024,USD
operating_cash_flow,383789.66,2024,USD
investing_cash_flow,-216385.03,2024,USD
financing_cash_flow,-154616.69,2024,USD
free_cash_flow,167404.62,2024,USD
debt_to_equity,0.4,2024,USD
current_ratio,1.89,2024,USD
debt_to_ebitda,3.4,2024,USD
interest_coverage_ratio,4.84,2024,USD
gross_margin,0.79,2024,USD
ebitda_margin,0.15,2024,USD
net_margin,0.07,2024,USD
balance_sheet_check,True,2024,USD
